Shipping_Mode,Order_Priority,Customer_Segment,Market,Product_Category,Order_Quantity,Discount,Price,Days_for_Shipment_Scheduled,Order_Weekday,Order_Month,Late_Delivery_Risk
First Class,Low,Consumer,Pacific Asia,Electronics,17,0.23,764.85,3,Saturday,7,0
Standard Class,High,Consumer,Pacific Asia,Apparel,17,0.01,339.15,7,Thursday,8,0
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,11,0.27,305.6,6,Tuesday,10,0
Same Day,Low,Corporate,LATAM,Grocery,9,0.06,1077.73,6,Wednesday,1,0
Second Class,Low,Home Office,USCA,Grocery,3,0.17,265.06,5,Monday,9,0
Standard Class,Medium,Corporate,Pacific Asia,Electronics,10,0.13,1038.86,1,Monday,2,1
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,17,0.04,371.2,6,Sunday,4,0
Standard Class,High,Consumer,Africa,Office Supplies,16,0.23,1189.56,6,Thursday,5,1
Standard Class,High,Home Office,Africa,Electronics,16,0.14,1177.31,2,Wednesday,6,1
First Class,Medium,Consumer,USCA,Office Supplies,15,0.02,994.86,3,Thursday,10,0
Standard Class,Medium,Home Office,Europe,Furniture,13,0.18,1043.02,6,Monday,1,0
Second Class,High,Corporate,Pacific Asia,Furniture,2,0.24,989.68,7,Wednesday,9,0
Same Day,High,Consumer,LATAM,Electronics,6,0.05,759.28,1,Tuesday,9,0
Standard Class,Medium,Consumer,Africa,Electronics,3,0.23,972.74,2,Tuesday,2,1
Standard Class,Medium,Home Office,Pacific Asia,Furniture,1,0.12,757.65,2,Wednesday,7,1
Standard Class,Medium,Consumer,Europe,Apparel,17,0.1,1012.18,3,Tuesday,9,0
Same Day,Medium,Consumer,LATAM,Electronics,1,0.32,1123.31,2,Monday,10,0
First Class,Low,Consumer,Africa,Furniture,11,0.19,906.45,2,Sunday,9,0
Standard Class,Medium,Corporate,Europe,Apparel,4,0.15,1157.98,4,Saturday,10,0
Second Class,Low,Consumer,Europe,Apparel,11,0.33,543.39,7,Saturday,3,0
Second Class,Low,Corporate,LATAM,Furniture,13,0.36,1111.21,5,Tuesday,8,0
Same Day,Medium,Home Office,LATAM,Furniture,17,0.13,279.22,7,Sunday,2,0
Standard Class,Critical,Home Office,Africa,Office Supplies,13,0.02,47.33,3,Wednesday,9,1
Standard Class,Critical,Consumer,LATAM,Apparel,17,0.22,162.44,4,Saturday,6,1
First Class,Medium,Corporate,Pacific Asia,Grocery,2,0.29,200.69,5,Thursday,7,0
Standard Class,Medium,Consumer,LATAM,Office Supplies,2,0.24,991.07,6,Thursday,12,0
Standard Class,Low,Corporate,Europe,Office Supplies,18,0.28,487.2,1,Thursday,5,1
Standard Class,Medium,Home Office,LATAM,Apparel,6,0.26,287.48,4,Tuesday,11,0
Standard Class,Low,Corporate,Africa,Apparel,2,0.38,976.6,6,Thursday,1,1
Standard Class,Low,Home Office,Pacific Asia,Apparel,11,0.35,250.53,6,Monday,6,0
Same Day,Medium,Home Office,LATAM,Electronics,17,0.05,102.67,6,Monday,1,0
Standard Class,Low,Consumer,Pacific Asia,Furniture,9,0.18,564.77,5,Saturday,1,0
Standard Class,Low,Corporate,LATAM,Furniture,5,0.18,92.59,2,Wednesday,8,1
Second Class,High,Consumer,Pacific Asia,Furniture,15,0.18,341.94,6,Thursday,5,0
Standard Class,Low,Consumer,LATAM,Apparel,17,0.37,843.4,6,Sunday,7,1
Standard Class,Low,Consumer,LATAM,Office Supplies,10,0.13,455.69,3,Friday,7,0
Second Class,Low,Home Office,USCA,Apparel,6,0.25,114.1,4,Tuesday,9,0
First Class,Low,Consumer,Europe,Apparel,13,0.36,489.56,1,Sunday,10,1
Second Class,Low,Corporate,Africa,Office Supplies,16,0.02,620.64,7,Saturday,11,0
Second Class,High,Corporate,Africa,Grocery,2,0.35,307.77,4,Saturday,12,0
Standard Class,Low,Corporate,USCA,Electronics,5,0.31,213.36,2,Monday,10,1
Same Day,High,Corporate,LATAM,Grocery,17,0.08,916.39,7,Wednesday,3,0
Standard Class,Low,Consumer,Europe,Apparel,7,0.13,90.73,3,Sunday,8,0
First Class,Medium,Corporate,Pacific Asia,Furniture,17,0.12,1148.67,4,Friday,4,0
Standard Class,Medium,Corporate,USCA,Furniture,5,0.09,19.04,4,Saturday,8,0
Same Day,Medium,Corporate,Africa,Office Supplies,6,0.26,784.98,2,Tuesday,7,1
Second Class,Medium,Consumer,Africa,Apparel,10,0.39,168.99,6,Wednesday,1,0
First Class,High,Consumer,Africa,Office Supplies,5,0.07,661.05,7,Wednesday,3,0
Standard Class,Low,Home Office,LATAM,Office Supplies,14,0.09,232.9,3,Sunday,9,1
Standard Class,Medium,Consumer,Pacific Asia,Electronics,14,0.12,50.84,2,Wednesday,12,1
Second Class,High,Consumer,Pacific Asia,Office Supplies,2,0.38,1033.12,7,Wednesday,12,0
First Class,Low,Consumer,Pacific Asia,Apparel,9,0.25,514.48,2,Monday,2,0
Standard Class,Low,Consumer,LATAM,Electronics,18,0.09,337.51,5,Wednesday,4,0
Same Day,Low,Consumer,Africa,Furniture,18,0.32,1137.25,5,Wednesday,1,0
First Class,Medium,Corporate,Africa,Electronics,9,0.37,107.57,7,Thursday,1,0
Standard Class,Low,Home Office,LATAM,Apparel,5,0.16,424.73,5,Monday,9,0
First Class,Low,Consumer,Europe,Grocery,18,0.07,221.06,5,Friday,4,0
Standard Class,Medium,Consumer,LATAM,Electronics,12,0.12,1189.52,4,Wednesday,2,0
Standard Class,Medium,Corporate,LATAM,Grocery,6,0.09,659.76,4,Friday,2,0
Standard Class,Low,Consumer,Africa,Electronics,17,0.08,976.54,6,Monday,12,1
Second Class,Low,Home Office,Pacific Asia,Electronics,14,0.07,204.61,6,Monday,10,0
Second Class,Medium,Consumer,Africa,Office Supplies,10,0.35,372.28,2,Sunday,12,1
Standard Class,High,Consumer,Europe,Grocery,19,0.03,747.33,3,Saturday,8,0
Second Class,Medium,Corporate,USCA,Grocery,3,0.17,221.86,5,Thursday,7,0
Second Class,High,Corporate,USCA,Electronics,10,0.01,605.07,2,Monday,2,0
Second Class,Low,Corporate,LATAM,Apparel,14,0.12,1118.62,7,Saturday,8,0
Standard Class,Low,Consumer,USCA,Apparel,15,0.28,1117.0,6,Saturday,4,1
First Class,Medium,Consumer,Pacific Asia,Grocery,16,0.08,432.31,3,Saturday,1,0
Standard Class,High,Home Office,Africa,Office Supplies,6,0.4,624.21,2,Wednesday,7,1
Standard Class,Medium,Home Office,Europe,Office Supplies,14,0.02,246.11,5,Wednesday,7,1
Standard Class,High,Consumer,Europe,Apparel,4,0.05,1174.43,5,Saturday,3,0
Standard Class,Critical,Home Office,Europe,Office Supplies,13,0.31,628.65,4,Friday,4,1
First Class,Low,Corporate,Africa,Electronics,8,0.39,255.51,1,Monday,10,1
Standard Class,Low,Corporate,Pacific Asia,Electronics,9,0.38,1015.27,1,Wednesday,5,1
Second Class,Low,Consumer,Europe,Grocery,11,0.32,510.25,5,Thursday,4,0
Standard Class,Low,Corporate,USCA,Furniture,5,0.39,767.0,2,Friday,5,1
Standard Class,Low,Consumer,Pacific Asia,Apparel,5,0.34,1013.84,4,Wednesday,2,0
Same Day,High,Corporate,Pacific Asia,Apparel,18,0.02,377.95,3,Thursday,2,0
First Class,Low,Consumer,Pacific Asia,Furniture,16,0.34,697.71,2,Sunday,2,1
Standard Class,Low,Corporate,Europe,Office Supplies,19,0.19,76.78,2,Saturday,12,1
Standard Class,Low,Consumer,Pacific Asia,Electronics,9,0.18,289.11,1,Sunday,7,1
Standard Class,High,Consumer,Europe,Electronics,11,0.0,175.12,4,Tuesday,7,0
Standard Class,Medium,Consumer,USCA,Apparel,11,0.25,776.59,7,Friday,8,0
First Class,High,Consumer,USCA,Apparel,14,0.27,313.04,5,Thursday,1,0
First Class,Critical,Consumer,USCA,Office Supplies,10,0.32,914.38,5,Friday,11,0
Standard Class,Medium,Consumer,USCA,Office Supplies,9,0.13,915.75,5,Friday,5,0
Same Day,Low,Home Office,Pacific Asia,Apparel,5,0.05,943.25,6,Tuesday,12,0
Second Class,Low,Corporate,Pacific Asia,Office Supplies,11,0.18,167.83,2,Tuesday,12,0
Standard Class,Low,Corporate,Europe,Furniture,9,0.14,636.0,3,Sunday,5,0
Standard Class,Medium,Consumer,USCA,Electronics,13,0.3,818.13,2,Saturday,11,1
Second Class,Low,Consumer,LATAM,Apparel,19,0.09,394.1,5,Tuesday,10,0
Second Class,Low,Consumer,USCA,Furniture,8,0.06,319.48,3,Thursday,3,0
Standard Class,Medium,Corporate,Africa,Furniture,4,0.18,864.37,7,Tuesday,5,1
Standard Class,Medium,Consumer,LATAM,Grocery,12,0.25,428.04,7,Sunday,11,0
Standard Class,Medium,Corporate,Africa,Apparel,7,0.11,306.17,1,Saturday,6,1
First Class,Low,Consumer,LATAM,Grocery,8,0.05,679.86,1,Sunday,1,0
Standard Class,High,Home Office,Europe,Furniture,19,0.18,748.26,7,Monday,3,0
Standard Class,Medium,Consumer,Pacific Asia,Apparel,8,0.38,934.39,3,Saturday,9,0
First Class,Low,Consumer,Europe,Grocery,19,0.39,58.71,4,Thursday,11,0
Same Day,High,Corporate,LATAM,Electronics,4,0.28,217.64,6,Sunday,8,0
Same Day,Critical,Home Office,USCA,Apparel,10,0.31,934.93,1,Tuesday,12,1
Standard Class,Low,Corporate,Europe,Grocery,15,0.08,642.93,2,Saturday,9,1
Standard Class,Low,Consumer,LATAM,Office Supplies,8,0.15,969.23,5,Monday,9,0
Standard Class,Medium,Corporate,USCA,Apparel,15,0.24,543.75,1,Sunday,7,1
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,16,0.3,556.67,3,Wednesday,11,1
Same Day,High,Consumer,LATAM,Apparel,7,0.07,459.31,1,Thursday,2,0
Standard Class,Low,Consumer,Africa,Grocery,8,0.18,832.52,7,Friday,10,1
Standard Class,High,Home Office,Africa,Grocery,13,0.07,712.35,3,Thursday,6,1
Standard Class,Medium,Home Office,Africa,Apparel,13,0.25,477.35,6,Saturday,3,1
Standard Class,Medium,Corporate,USCA,Furniture,2,0.31,233.18,3,Saturday,10,0
First Class,Low,Home Office,USCA,Grocery,15,0.33,12.85,4,Friday,9,0
Standard Class,Low,Consumer,Europe,Apparel,6,0.29,118.71,7,Friday,9,0
Standard Class,Low,Corporate,USCA,Apparel,18,0.06,138.33,6,Wednesday,12,0
Standard Class,Low,Corporate,LATAM,Electronics,7,0.33,687.57,1,Sunday,9,1
Standard Class,Low,Corporate,Africa,Office Supplies,2,0.13,913.45,5,Friday,11,1
Standard Class,High,Corporate,Pacific Asia,Electronics,2,0.33,553.69,1,Saturday,4,1
Second Class,Low,Home Office,Africa,Office Supplies,1,0.1,502.97,3,Sunday,3,0
Second Class,High,Consumer,LATAM,Office Supplies,14,0.19,167.21,1,Monday,9,0
Second Class,Medium,Consumer,Pacific Asia,Electronics,2,0.23,1082.21,6,Tuesday,8,0
Same Day,High,Consumer,Europe,Furniture,10,0.01,884.89,5,Friday,6,0
Same Day,Critical,Corporate,USCA,Apparel,4,0.36,506.12,4,Monday,4,0
Same Day,Low,Consumer,LATAM,Grocery,4,0.2,125.45,4,Friday,1,0
Standard Class,High,Home Office,USCA,Apparel,7,0.08,1016.84,4,Sunday,3,0
Standard Class,Medium,Consumer,Europe,Electronics,5,0.06,211.86,3,Sunday,11,0
Standard Class,High,Consumer,Pacific Asia,Furniture,12,0.27,811.32,6,Saturday,7,0
First Class,Medium,Corporate,LATAM,Grocery,12,0.03,414.13,2,Tuesday,6,0
Same Day,Medium,Corporate,Pacific Asia,Grocery,6,0.18,1032.87,3,Monday,11,0
First Class,Low,Consumer,LATAM,Furniture,18,0.22,708.46,7,Saturday,5,0
Standard Class,Low,Corporate,Europe,Grocery,2,0.09,280.6,5,Wednesday,7,0
Same Day,Medium,Consumer,Europe,Grocery,19,0.05,25.07,4,Wednesday,8,0
Standard Class,Critical,Consumer,Europe,Furniture,16,0.2,262.71,3,Monday,11,1
Standard Class,Medium,Consumer,USCA,Electronics,2,0.14,444.75,3,Thursday,10,0
Standard Class,Low,Corporate,Africa,Electronics,17,0.06,852.98,4,Friday,10,1
Standard Class,High,Consumer,Pacific Asia,Grocery,7,0.08,267.17,6,Wednesday,9,0
Standard Class,High,Home Office,LATAM,Electronics,7,0.19,321.19,1,Tuesday,9,1
Standard Class,Low,Corporate,Pacific Asia,Electronics,12,0.05,527.77,5,Sunday,2,0
Standard Class,Low,Consumer,Africa,Grocery,11,0.37,61.08,2,Saturday,10,1
Second Class,Low,Consumer,USCA,Grocery,17,0.31,924.4,2,Wednesday,5,1
First Class,High,Consumer,USCA,Electronics,11,0.13,103.72,6,Thursday,10,0
Second Class,High,Corporate,Africa,Office Supplies,8,0.1,887.05,5,Sunday,4,0
Standard Class,Low,Corporate,LATAM,Furniture,6,0.35,328.88,3,Thursday,9,0
First Class,Low,Corporate,Africa,Electronics,6,0.17,557.32,4,Tuesday,5,0
Same Day,High,Consumer,USCA,Electronics,15,0.35,498.37,4,Monday,11,0
Standard Class,High,Consumer,USCA,Office Supplies,12,0.3,311.38,5,Sunday,2,0
Standard Class,High,Consumer,Pacific Asia,Apparel,9,0.04,314.3,5,Monday,9,0
Standard Class,Medium,Consumer,LATAM,Apparel,13,0.33,1139.37,4,Sunday,3,1
Standard Class,Low,Consumer,LATAM,Furniture,15,0.22,373.51,4,Tuesday,4,0
Second Class,Medium,Home Office,USCA,Grocery,15,0.27,227.88,5,Wednesday,6,0
First Class,Low,Corporate,Africa,Electronics,13,0.09,308.09,3,Saturday,6,0
Standard Class,High,Corporate,USCA,Office Supplies,9,0.0,837.29,2,Monday,6,1
First Class,Low,Consumer,Pacific Asia,Grocery,11,0.13,377.56,2,Monday,6,0
First Class,High,Consumer,Africa,Grocery,11,0.08,214.21,7,Sunday,3,0
Same Day,Low,Consumer,USCA,Apparel,9,0.17,503.24,1,Wednesday,7,0
Standard Class,High,Consumer,LATAM,Electronics,17,0.04,149.88,5,Friday,12,0
Same Day,Low,Corporate,Pacific Asia,Furniture,6,0.36,484.41,7,Thursday,2,0
Standard Class,Medium,Consumer,USCA,Office Supplies,5,0.05,1036.04,1,Tuesday,5,1
Second Class,Medium,Home Office,USCA,Electronics,3,0.31,453.77,1,Wednesday,10,0
Standard Class,Low,Home Office,Europe,Grocery,6,0.38,621.82,6,Thursday,9,0
Standard Class,High,Consumer,Africa,Grocery,17,0.06,949.08,2,Friday,8,1
Second Class,Medium,Corporate,Europe,Furniture,11,0.14,624.01,4,Friday,4,0
Standard Class,Medium,Corporate,LATAM,Apparel,4,0.29,66.39,4,Tuesday,10,0
Standard Class,High,Consumer,Africa,Furniture,12,0.29,265.7,4,Sunday,5,1
Standard Class,High,Home Office,Pacific Asia,Furniture,10,0.01,1074.17,6,Saturday,11,0
Second Class,Medium,Consumer,Africa,Electronics,17,0.03,964.6,5,Friday,2,0
Standard Class,High,Corporate,USCA,Apparel,6,0.05,915.2,2,Friday,3,1
First Class,Low,Consumer,USCA,Grocery,18,0.23,661.49,6,Saturday,1,0
Standard Class,Low,Consumer,USCA,Apparel,19,0.02,430.38,7,Tuesday,5,0
Standard Class,Medium,Consumer,Africa,Electronics,15,0.24,836.32,5,Monday,8,1
Standard Class,Low,Home Office,USCA,Electronics,12,0.14,799.39,7,Monday,6,0
Standard Class,Medium,Consumer,USCA,Furniture,19,0.27,774.89,5,Wednesday,5,1
Standard Class,Low,Consumer,Europe,Electronics,5,0.31,609.37,3,Sunday,4,0
Standard Class,Medium,Consumer,USCA,Apparel,18,0.32,318.67,4,Thursday,2,1
Same Day,High,Consumer,Europe,Furniture,12,0.02,528.16,3,Wednesday,9,0
Second Class,Medium,Corporate,LATAM,Furniture,15,0.38,619.42,3,Sunday,4,0
Standard Class,Critical,Corporate,Africa,Furniture,10,0.23,267.05,2,Saturday,9,1
Standard Class,High,Home Office,Europe,Apparel,19,0.36,283.77,4,Thursday,2,1
First Class,Low,Corporate,Africa,Furniture,9,0.25,952.29,6,Tuesday,8,0
Standard Class,Low,Home Office,Africa,Office Supplies,6,0.19,390.53,6,Wednesday,11,1
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,14,0.29,1168.67,1,Thursday,5,1
First Class,High,Home Office,Europe,Apparel,1,0.09,529.31,3,Saturday,7,0
Second Class,Low,Consumer,USCA,Grocery,1,0.04,734.41,3,Sunday,7,0
Second Class,Low,Consumer,Pacific Asia,Grocery,11,0.04,609.69,1,Tuesday,1,0
Standard Class,High,Home Office,Europe,Furniture,3,0.34,596.82,1,Thursday,3,1
Standard Class,Medium,Corporate,Europe,Apparel,5,0.36,1069.11,2,Saturday,7,1
Second Class,Low,Home Office,LATAM,Furniture,8,0.33,120.69,3,Friday,12,0
Standard Class,Low,Consumer,USCA,Furniture,18,0.36,421.42,3,Sunday,1,1
Standard Class,High,Home Office,LATAM,Office Supplies,5,0.39,350.35,2,Saturday,4,1
Standard Class,High,Corporate,Africa,Electronics,12,0.21,397.95,6,Wednesday,11,1
Standard Class,Low,Consumer,USCA,Apparel,18,0.06,1095.98,6,Tuesday,4,0
Same Day,Medium,Consumer,LATAM,Electronics,12,0.24,93.17,1,Tuesday,8,0
First Class,High,Consumer,LATAM,Office Supplies,8,0.14,347.23,3,Sunday,8,0
Second Class,High,Home Office,USCA,Electronics,9,0.14,887.84,1,Friday,7,0
Standard Class,High,Corporate,Europe,Office Supplies,15,0.29,294.11,7,Monday,8,1
Standard Class,Medium,Home Office,Africa,Grocery,3,0.04,1001.4,6,Monday,2,1
Standard Class,High,Consumer,Pacific Asia,Office Supplies,15,0.02,402.6,5,Friday,10,0
Standard Class,Low,Home Office,Pacific Asia,Apparel,4,0.28,144.7,7,Thursday,7,0
Same Day,Low,Consumer,Pacific Asia,Grocery,16,0.1,627.87,3,Wednesday,7,0
Standard Class,Medium,Consumer,Africa,Furniture,19,0.15,618.49,5,Sunday,12,1
Standard Class,Medium,Consumer,USCA,Apparel,18,0.12,56.57,3,Tuesday,3,0
Standard Class,High,Home Office,USCA,Apparel,16,0.25,864.31,1,Tuesday,9,1
Second Class,Low,Consumer,USCA,Apparel,12,0.06,178.67,5,Friday,2,0
Standard Class,High,Consumer,Pacific Asia,Electronics,12,0.29,263.98,2,Sunday,5,1
Standard Class,Low,Consumer,Europe,Electronics,4,0.37,679.35,4,Wednesday,1,0
Standard Class,Medium,Consumer,LATAM,Furniture,15,0.33,1070.03,6,Thursday,2,1
First Class,Low,Home Office,Pacific Asia,Electronics,19,0.36,34.55,2,Friday,12,1
Standard Class,Medium,Corporate,Africa,Apparel,18,0.37,989.07,2,Sunday,11,1
Same Day,Medium,Corporate,USCA,Office Supplies,11,0.15,907.43,5,Saturday,12,0
First Class,Low,Home Office,LATAM,Furniture,15,0.32,202.41,5,Monday,5,0
Standard Class,Low,Corporate,USCA,Furniture,16,0.2,453.92,2,Sunday,5,1
First Class,Medium,Home Office,USCA,Apparel,11,0.11,1088.11,5,Tuesday,9,0
Standard Class,High,Consumer,USCA,Grocery,11,0.3,184.2,2,Wednesday,3,1
Same Day,Low,Home Office,Europe,Electronics,13,0.1,142.52,7,Friday,12,0
Standard Class,Low,Consumer,LATAM,Grocery,7,0.04,884.9,6,Saturday,4,0
Standard Class,Low,Corporate,Pacific Asia,Apparel,15,0.28,570.39,3,Thursday,3,1
Standard Class,High,Corporate,Europe,Grocery,17,0.12,348.1,4,Wednesday,5,0
Standard Class,Low,Consumer,Africa,Apparel,13,0.12,214.52,3,Sunday,11,1
Same Day,Low,Consumer,Africa,Electronics,4,0.35,869.44,5,Monday,11,0
Standard Class,High,Consumer,Pacific Asia,Electronics,1,0.05,533.01,2,Tuesday,7,1
Second Class,Medium,Consumer,LATAM,Furniture,12,0.31,294.89,3,Tuesday,1,0
Standard Class,Low,Corporate,Pacific Asia,Grocery,4,0.15,1132.63,2,Tuesday,6,1
Same Day,Critical,Home Office,Europe,Grocery,1,0.36,677.67,3,Friday,1,0
Standard Class,Medium,Corporate,LATAM,Grocery,6,0.18,430.34,1,Thursday,12,1
Standard Class,Medium,Corporate,Africa,Grocery,11,0.16,866.39,1,Thursday,6,1
Standard Class,Low,Consumer,LATAM,Office Supplies,18,0.17,600.75,1,Friday,5,1
Second Class,High,Consumer,LATAM,Furniture,18,0.34,21.21,4,Friday,5,0
Standard Class,Low,Corporate,LATAM,Furniture,6,0.0,1010.35,3,Friday,11,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,14,0.28,88.95,6,Sunday,7,1
Standard Class,Low,Home Office,USCA,Grocery,6,0.08,1187.33,5,Sunday,4,0
Second Class,High,Consumer,Europe,Office Supplies,15,0.35,426.19,3,Monday,8,0
Standard Class,Medium,Corporate,LATAM,Grocery,1,0.15,634.56,6,Monday,3,0
Second Class,Medium,Corporate,LATAM,Office Supplies,17,0.14,1199.46,7,Friday,4,0
Standard Class,Low,Corporate,Pacific Asia,Furniture,12,0.29,330.35,2,Monday,11,1
First Class,Medium,Corporate,Europe,Office Supplies,3,0.29,560.58,7,Sunday,7,0
Same Day,High,Corporate,Europe,Apparel,2,0.25,908.32,3,Friday,8,0
Standard Class,Low,Consumer,Africa,Grocery,6,0.13,565.71,3,Tuesday,12,1
Standard Class,High,Home Office,Europe,Office Supplies,5,0.24,407.25,1,Wednesday,9,1
Standard Class,Low,Consumer,Europe,Grocery,8,0.02,153.55,7,Friday,7,0
Standard Class,High,Consumer,LATAM,Electronics,2,0.38,620.53,7,Tuesday,12,0
Standard Class,Low,Home Office,USCA,Grocery,12,0.18,666.58,2,Monday,5,1
Second Class,Medium,Consumer,LATAM,Office Supplies,7,0.12,287.06,3,Sunday,7,0
Standard Class,Critical,Consumer,Pacific Asia,Grocery,14,0.34,407.33,4,Thursday,5,1
Same Day,Critical,Consumer,Europe,Apparel,10,0.13,365.36,5,Monday,10,0
Standard Class,Low,Corporate,USCA,Apparel,14,0.4,518.57,1,Friday,5,1
Second Class,Medium,Consumer,LATAM,Office Supplies,11,0.28,959.9,3,Friday,7,0
Standard Class,Low,Consumer,Africa,Office Supplies,19,0.26,405.77,7,Friday,8,1
Standard Class,High,Consumer,Pacific Asia,Grocery,1,0.06,334.22,2,Friday,4,1
Standard Class,Medium,Home Office,Pacific Asia,Furniture,2,0.24,1009.42,7,Wednesday,2,0
Standard Class,Low,Consumer,Pacific Asia,Apparel,3,0.06,975.19,1,Friday,2,1
Standard Class,Low,Corporate,LATAM,Apparel,5,0.31,954.02,1,Saturday,12,1
Second Class,High,Consumer,USCA,Electronics,11,0.06,893.89,7,Wednesday,8,0
Same Day,Medium,Corporate,USCA,Electronics,19,0.14,1067.57,6,Wednesday,3,0
Standard Class,Low,Consumer,Europe,Furniture,7,0.19,858.74,7,Saturday,11,0
Standard Class,Low,Corporate,USCA,Apparel,16,0.32,211.59,3,Tuesday,4,1
Standard Class,Low,Corporate,Africa,Office Supplies,8,0.25,49.24,6,Saturday,3,1
Standard Class,Medium,Consumer,Pacific Asia,Apparel,4,0.3,226.42,7,Saturday,12,0
Standard Class,High,Home Office,LATAM,Office Supplies,12,0.1,443.92,2,Monday,5,1
First Class,High,Home Office,Pacific Asia,Office Supplies,18,0.09,72.99,2,Wednesday,11,0
Same Day,Medium,Consumer,Pacific Asia,Furniture,14,0.15,910.83,4,Tuesday,7,0
Same Day,High,Corporate,Africa,Apparel,17,0.01,773.16,1,Monday,3,1
Standard Class,Medium,Corporate,Pacific Asia,Grocery,12,0.33,864.42,4,Monday,2,0
First Class,Low,Consumer,Pacific Asia,Apparel,9,0.15,123.99,7,Monday,7,0
Second Class,Critical,Consumer,Africa,Apparel,16,0.03,401.24,7,Saturday,12,1
Standard Class,Low,Home Office,Africa,Electronics,10,0.35,556.7,2,Wednesday,12,1
Standard Class,Low,Corporate,USCA,Furniture,11,0.39,727.09,5,Thursday,1,0
First Class,Critical,Home Office,Pacific Asia,Grocery,9,0.26,965.3,5,Wednesday,1,0
Standard Class,Low,Corporate,Europe,Grocery,1,0.14,1172.56,5,Friday,2,0
Standard Class,High,Consumer,Europe,Grocery,16,0.17,107.82,3,Friday,12,0
Standard Class,High,Consumer,Europe,Office Supplies,4,0.1,773.56,3,Tuesday,4,0
Second Class,Medium,Corporate,Africa,Furniture,8,0.28,170.48,7,Saturday,4,0
Standard Class,Low,Corporate,Pacific Asia,Electronics,2,0.14,366.85,2,Saturday,10,1
Same Day,Low,Consumer,USCA,Office Supplies,14,0.01,928.74,4,Tuesday,2,0
Second Class,Low,Corporate,Pacific Asia,Grocery,9,0.02,1192.98,6,Saturday,6,0
Second Class,Medium,Home Office,Europe,Office Supplies,14,0.25,636.51,7,Saturday,9,0
Standard Class,High,Corporate,LATAM,Office Supplies,14,0.12,430.21,3,Thursday,12,0
Second Class,Medium,Consumer,Europe,Grocery,12,0.07,264.77,2,Monday,8,0
Standard Class,Medium,Consumer,Africa,Grocery,11,0.22,941.21,5,Sunday,9,1
Standard Class,Medium,Home Office,Pacific Asia,Electronics,1,0.11,1085.43,6,Saturday,10,0
Standard Class,Medium,Home Office,Africa,Furniture,1,0.03,1019.81,5,Sunday,9,1
Standard Class,High,Consumer,USCA,Apparel,11,0.08,616.53,1,Wednesday,7,1
Second Class,Low,Home Office,Pacific Asia,Apparel,15,0.31,711.1,4,Monday,4,0
Standard Class,High,Consumer,Pacific Asia,Apparel,9,0.34,1005.58,2,Wednesday,7,1
Standard Class,Medium,Consumer,Pacific Asia,Electronics,17,0.35,1115.34,7,Thursday,4,1
Standard Class,Low,Consumer,LATAM,Office Supplies,10,0.21,1127.42,2,Tuesday,12,1
Same Day,Low,Consumer,Pacific Asia,Grocery,15,0.38,830.84,6,Thursday,11,0
